cat_a,cat_b,alpha,beta,prompt_id,cluster_id,cluster_name,cos
b1,b11,2.0,-2.0,5,2,uncertainty / indecision,0.2714843451976776
b1,b11,2.0,-2.0,5,3,romantic idealism,0.07217073440551758
b1,b11,2.0,-2.0,5,4,academic ambition / competitive determination,0.18706408143043518
b1,b11,2.0,-2.0,5,5,ironic amusement,0.11253280937671661
b1,b11,2.0,-2.0,5,6,enthusiasm / curiosity,0.1649879515171051
b1,b11,2.0,-2.0,6,0,self-doubt / encouragement,0.22938676178455353
b1,b11,2.0,-2.0,6,1,frustration / despair,0.17902421951293945
b1,b11,2.0,-2.0,6,2,uncertainty / indecision,0.23213797807693481
b1,b11,2.0,-2.0,6,3,romantic idealism,0.08163008093833923
b1,b11,2.0,-2.0,6,4,academic ambition / competitive determination,0.11928852647542953
b1,b11,2.0,-2.0,6,5,ironic amusement,0.1725424975156784
b1,b11,2.0,-2.0,6,6,enthusiasm / curiosity,0.2570253014564514
b1,b11,2.0,-2.0,7,0,self-doubt / encouragement,0.11623164266347885
b1,b11,2.0,-2.0,7,1,frustration / despair,0.12870945036411285
b1,b11,2.0,-2.0,7,2,uncertainty / indecision,0.15444545447826385
b1,b11,2.0,-2.0,7,3,romantic idealism,0.02663182094693184
b1,b11,2.0,-2.0,7,4,academic ambition / competitive determination,0.08036307245492935
b1,b11,2.0,-2.0,7,5,ironic amusement,0.08121033757925034
b1,b11,2.0,-2.0,7,6,enthusiasm / curiosity,0.10845749825239182
b1,b11,2.0,0.0,0,0,self-doubt / encouragement,0.2425605058670044
b1,b11,2.0,0.0,0,1,frustration / despair,0.15465828776359558
b1,b11,2.0,0.0,0,2,uncertainty / indecision,0.22024334967136383
b1,b11,2.0,0.0,0,3,romantic idealism,0.004330373369157314
b1,b11,2.0,0.0,0,4,academic ambition / competitive determination,0.1317223310470581
b1,b11,2.0,0.0,0,5,ironic amusement,0.21090656518936157
b1,b11,2.0,0.0,0,6,enthusiasm / curiosity,0.28100040555000305
b1,b11,2.0,0.0,1,0,self-doubt / encouragement,0.16069795191287994
b1,b11,2.0,0.0,1,1,frustration / despair,0.15840281546115875
b1,b11,2.0,0.0,1,2,uncertainty / indecision,0.18827806413173676
b1,b11,2.0,0.0,1,3,romantic idealism,0.10029228776693344
b1,b11,2.0,0.0,1,4,academic ambition / competitive determination,0.0666499212384224
b1,b11,2.0,0.0,1,5,ironic amusement,0.1281481683254242
b1,b11,2.0,0.0,1,6,enthusiasm / curiosity,0.19893519580364227
b1,b11,2.0,0.0,2,0,self-doubt / encouragement,0.15914854407310486
b1,b11,2.0,0.0,2,1,frustration / despair,0.14625652134418488
b1,b11,2.0,0.0,2,2,uncertainty / indecision,0.16736575961112976
b1,b11,2.0,0.0,2,3,romantic idealism,0.163497194647789
b1,b11,2.0,0.0,2,4,academic ambition / competitive determination,0.12637928128242493
b1,b11,2.0,0.0,2,5,ironic amusement,0.04855099692940712
b1,b11,2.0,0.0,2,6,enthusiasm / curiosity,0.15319666266441345
b1,b11,2.0,0.0,3,0,self-doubt / encouragement,0.10252458602190018
b1,b11,2.0,0.0,3,1,frustration / despair,0.07760469615459442
b1,b11,2.0,0.0,3,2,uncertainty / indecision,0.14553608000278473
b1,b11,2.0,0.0,3,3,romantic idealism,-0.030971482396125793
b1,b11,2.0,0.0,3,4,academic ambition / competitive determination,0.11818607151508331
b1,b11,2.0,0.0,3,5,ironic amusement,0.12354355305433273
b1,b11,2.0,0.0,3,6,enthusiasm / curiosity,0.16864505410194397
b1,b11,2.0,0.0,4,0,self-doubt / encouragement,0.17132197320461273
b1,b11,2.0,0.0,4,1,frustration / despair,0.11077816784381866
b1,b11,2.0,0.0,4,2,uncertainty / indecision,0.19798366725444794
b1,b11,2.0,0.0,4,3,romantic idealism,0.07208235561847687
b1,b11,2.0,0.0,4,4,academic ambition / competitive determination,0.215925931930542
b1,b11,2.0,0.0,4,5,ironic amusement,0.09559005498886108
b1,b11,2.0,0.0,4,6,enthusiasm / curiosity,0.22239503264427185
b1,b11,2.0,0.0,5,0,self-doubt / encouragement,0.15932099521160126
b1,b11,2.0,0.0,5,1,frustration / despair,0.14438925683498383
b1,b11,2.0,0.0,5,2,uncertainty / indecision,0.1829947978258133
b1,b11,2.0,0.0,5,3,romantic idealism,0.042493678629398346
b1,b11,2.0,0.0,5,4,academic ambition / competitive determination,0.09955120086669922
b1,b11,2.0,0.0,5,5,ironic amusement,0.1313936561346054
b1,b11,2.0,0.0,5,6,enthusiasm / curiosity,0.22046776115894318
b1,b11,2.0,0.0,6,0,self-doubt / encouragement,0.21404309570789337
b1,b11,2.0,0.0,6,1,frustration / despair,0.14763428270816803
b1,b11,2.0,0.0,6,2,uncertainty / indecision,0.17573282122612
b1,b11,2.0,0.0,6,3,romantic idealism,0.08709210157394409
b1,b11,2.0,0.0,6,4,academic ambition / competitive determination,0.1314547061920166
b1,b11,2.0,0.0,6,5,ironic amusement,0.151283860206604
b1,b11,2.0,0.0,6,6,enthusiasm / curiosity,0.21729573607444763
b1,b11,2.0,0.0,7,0,self-doubt / encouragement,0.2289009690284729
b1,b11,2.0,0.0,7,1,frustration / despair,0.1809365451335907
b1,b11,2.0,0.0,7,2,uncertainty / indecision,0.16955526173114777
b1,b11,2.0,0.0,7,3,romantic idealism,0.06741634756326675
b1,b11,2.0,0.0,7,4,academic ambition / competitive determination,0.108656145632267
b1,b11,2.0,0.0,7,5,ironic amusement,0.16674759984016418
b1,b11,2.0,0.0,7,6,enthusiasm / curiosity,0.1679295003414154
b1,b11,2.0,2.0,0,0,self-doubt / encouragement,0.18722409009933472
b1,b11,2.0,2.0,0,1,frustration / despair,0.1399107575416565
b1,b11,2.0,2.0,0,2,uncertainty / indecision,0.17438441514968872
b1,b11,2.0,2.0,0,3,romantic idealism,0.0014354605227708817
b1,b11,2.0,2.0,0,4,academic ambition / competitive determination,0.11081592738628387
b1,b11,2.0,2.0,0,5,ironic amusement,0.15337881445884705
b1,b11,2.0,2.0,0,6,enthusiasm / curiosity,0.15291240811347961
b1,b11,2.0,2.0,1,0,self-doubt / encouragement,0.19640405476093292
b1,b11,2.0,2.0,1,1,frustration / despair,0.156819686293602
b1,b11,2.0,2.0,1,2,uncertainty / indecision,0.24167469143867493
b1,b11,2.0,2.0,1,3,romantic idealism,0.06088794395327568
b1,b11,2.0,2.0,1,4,academic ambition / competitive determination,0.13987676799297333
b1,b11,2.0,2.0,1,5,ironic amusement,0.16657570004463196
b1,b11,2.0,2.0,1,6,enthusiasm / curiosity,0.23948919773101807
b1,b11,2.0,2.0,2,0,self-doubt / encouragement,0.16536955535411835
b1,b11,2.0,2.0,2,1,frustration / despair,0.0873129591345787
b1,b11,2.0,2.0,2,2,uncertainty / indecision,0.14016059041023254
b1,b11,2.0,2.0,2,3,romantic idealism,0.1150708794593811
b1,b11,2.0,2.0,2,4,academic ambition / competitive determination,0.06893204152584076
b1,b11,2.0,2.0,2,5,ironic amusement,0.05619244650006294
b1,b11,2.0,2.0,2,6,enthusiasm / curiosity,0.14396531879901886
b1,b11,2.0,2.0,3,0,self-doubt / encouragement,0.06191817298531532
b1,b11,2.0,2.0,3,1,frustration / despair,0.052243828773498535
b1,b11,2.0,2.0,3,2,uncertainty / indecision,0.14527207612991333
b1,b11,2.0,2.0,3,3,romantic idealism,-0.004609561059623957
b1,b11,2.0,2.0,3,4,academic ambition / competitive determination,0.05189913511276245
b1,b11,2.0,2.0,3,5,ironic amusement,0.09962613135576248
b1,b11,2.0,2.0,3,6,enthusiasm / curiosity,0.15177470445632935
b1,b11,2.0,2.0,4,0,self-doubt / encouragement,0.1046915203332901
b1,b11,2.0,2.0,4,1,frustration / despair,0.06867316365242004
b1,b11,2.0,2.0,4,2,uncertainty / indecision,0.14272165298461914
b1,b11,2.0,2.0,4,3,romantic idealism,0.08219411969184875
b1,b11,2.0,2.0,4,4,academic ambition / competitive determination,0.18229630589485168
b1,b11,2.0,2.0,4,5,ironic amusement,0.05896712839603424
b1,b11,2.0,2.0,4,6,enthusiasm / curiosity,0.15446048974990845
b1,b11,2.0,2.0,5,0,self-doubt / encouragement,0.2336086928844452
b1,b11,2.0,2.0,5,1,frustration / despair,0.08623132109642029
b1,b11,2.0,2.0,5,2,uncertainty / indecision,0.2261665314435959
b1,b11,2.0,2.0,5,3,romantic idealism,0.08219067752361298
b1,b11,2.0,2.0,5,4,academic ambition / competitive determination,0.14999952912330627
b1,b11,2.0,2.0,5,5,ironic amusement,0.1673738956451416
b1,b11,2.0,2.0,5,6,enthusiasm / curiosity,0.20539511740207672
b1,b11,2.0,2.0,6,0,self-doubt / encouragement,0.18977795541286469
b1,b11,2.0,2.0,6,1,frustration / despair,0.09186514467000961
b1,b11,2.0,2.0,6,2,uncertainty / indecision,0.1763734072446823
b1,b11,2.0,2.0,6,3,romantic idealism,0.023098375648260117
b1,b11,2.0,2.0,6,4,academic ambition / competitive determination,0.17597529292106628
b1,b11,2.0,2.0,6,5,ironic amusement,0.10699862241744995
b1,b11,2.0,2.0,6,6,enthusiasm / curiosity,0.22436051070690155
b1,b11,2.0,2.0,7,0,self-doubt / encouragement,0.2940784990787506
b1,b11,2.0,2.0,7,1,frustration / despair,0.3450310528278351
b1,b11,2.0,2.0,7,2,uncertainty / indecision,0.39847028255462646
b1,b11,2.0,2.0,7,3,romantic idealism,0.17482750117778778
b1,b11,2.0,2.0,7,4,academic ambition / competitive determination,0.28995218873023987
b1,b11,2.0,2.0,7,5,ironic amusement,0.28679174184799194
b1,b11,2.0,2.0,7,6,enthusiasm / curiosity,0.33377212285995483
b1,b13,-2.0,-2.0,0,0,self-doubt / encouragement,0.17302168905735016
b1,b13,-2.0,-2.0,0,1,frustration / despair,0.21572770178318024
b1,b13,-2.0,-2.0,0,2,uncertainty / indecision,0.20929808914661407
b1,b13,-2.0,-2.0,0,3,romantic idealism,-0.018228156492114067
b1,b13,-2.0,-2.0,0,4,academic ambition / competitive determination,0.11351124942302704
b1,b13,-2.0,-2.0,0,5,ironic amusement,0.0773480236530304
b1,b13,-2.0,-2.0,0,6,enthusiasm / curiosity,0.17587785422801971
b1,b13,-2.0,-2.0,1,0,self-doubt / encouragement,0.11246112734079361
b1,b13,-2.0,-2.0,1,1,frustration / despair,0.16883045434951782
b1,b13,-2.0,-2.0,1,2,uncertainty / indecision,0.20669330656528473
b1,b13,-2.0,-2.0,1,3,romantic idealism,0.009065065532922745
b1,b13,-2.0,-2.0,1,4,academic ambition / competitive determination,0.14553065598011017
b1,b13,-2.0,-2.0,1,5,ironic amusement,0.04484224319458008
b1,b13,-2.0,-2.0,1,6,enthusiasm / curiosity,0.1395292431116104
b1,b13,-2.0,-2.0,2,0,self-doubt / encouragement,0.15612968802452087
b1,b13,-2.0,-2.0,2,1,frustration / despair,0.16248778998851776
b1,b13,-2.0,-2.0,2,2,uncertainty / indecision,0.17733556032180786
b1,b13,-2.0,-2.0,2,3,romantic idealism,0.09148860722780228
b1,b13,-2.0,-2.0,2,4,academic ambition / competitive determination,0.019716013222932816
b1,b13,-2.0,-2.0,2,5,ironic amusement,0.1031828299164772
b1,b13,-2.0,-2.0,2,6,enthusiasm / curiosity,0.1667240858078003
b1,b13,-2.0,-2.0,3,0,self-doubt / encouragement,0.078505739569664
b1,b13,-2.0,-2.0,3,1,frustration / despair,0.11321070045232773
b1,b13,-2.0,-2.0,3,2,uncertainty / indecision,0.15331731736660004
b1,b13,-2.0,-2.0,3,3,romantic idealism,0.05856798216700554
b1,b13,-2.0,-2.0,3,4,academic ambition / competitive determination,0.08223672211170197
b1,b13,-2.0,-2.0,3,5,ironic amusement,0.1304052472114563
b1,b13,-2.0,-2.0,3,6,enthusiasm / curiosity,0.14797207713127136
b1,b13,-2.0,-2.0,4,0,self-doubt / encouragement,0.1374441385269165
b1,b13,-2.0,-2.0,4,1,frustration / despair,0.1063818633556366
b1,b13,-2.0,-2.0,4,2,uncertainty / indecision,0.19021502137184143
b1,b13,-2.0,-2.0,4,3,romantic idealism,0.11542109400033951
b1,b13,-2.0,-2.0,4,4,academic ambition / competitive determination,0.1705673784017563
b1,b13,-2.0,-2.0,4,5,ironic amusement,0.04256265610456467
b1,b13,-2.0,-2.0,4,6,enthusiasm / curiosity,0.14753130078315735
b1,b13,-2.0,-2.0,5,0,self-doubt / encouragement,0.1507527232170105
b1,b13,-2.0,-2.0,5,1,frustration / despair,0.16652891039848328
b1,b13,-2.0,-2.0,5,2,uncertainty / indecision,0.24538668990135193
b1,b13,-2.0,-2.0,5,3,romantic idealism,0.10345834493637085
b1,b13,-2.0,-2.0,5,4,academic ambition / competitive determination,0.07597394287586212
b1,b13,-2.0,-2.0,5,5,ironic amusement,0.1327725350856781
b1,b13,-2.0,-2.0,5,6,enthusiasm / curiosity,0.19487442076206207
b1,b13,-2.0,-2.0,6,0,self-doubt / encouragement,0.11863432079553604
b1,b13,-2.0,-2.0,6,1,frustration / despair,0.14172779023647308
b1,b13,-2.0,-2.0,6,2,uncertainty / indecision,0.13631869852542877
b1,b13,-2.0,-2.0,6,3,romantic idealism,0.03403129428625107
b1,b13,-2.0,-2.0,6,4,academic ambition / competitive determination,0.09976883232593536
b1,b13,-2.0,-2.0,6,5,ironic amusement,0.19089925289154053
b1,b13,-2.0,-2.0,6,6,enthusiasm / curiosity,0.12410462647676468
b1,b13,-2.0,-2.0,7,0,self-doubt / encouragement,0.24239581823349
b1,b13,-2.0,-2.0,7,1,frustration / despair,0.1902599185705185
b1,b13,-2.0,-2.0,7,2,uncertainty / indecision,0.30093854665756226
b1,b13,-2.0,-2.0,7,3,romantic idealism,0.07984146475791931
b1,b13,-2.0,-2.0,7,4,academic ambition / competitive determination,0.17412710189819336
b1,b13,-2.0,-2.0,7,5,ironic amusement,0.209215447306633
b1,b13,-2.0,-2.0,7,6,enthusiasm / curiosity,0.24681450426578522
b1,b13,-2.0,0.0,0,0,self-doubt / encouragement,0.22355343401432037
b1,b13,-2.0,0.0,0,1,frustration / despair,0.12071087956428528
b1,b13,-2.0,0.0,0,2,uncertainty / indecision,0.18830259144306183
b1,b13,-2.0,0.0,0,3,romantic idealism,0.10849423706531525
b1,b13,-2.0,0.0,0,4,academic ambition / competitive determination,0.11352430284023285
b1,b13,-2.0,0.0,0,5,ironic amusement,0.1180473193526268
b1,b13,-2.0,0.0,0,6,enthusiasm / curiosity,0.16793207824230194
b1,b13,-2.0,0.0,1,0,self-doubt / encouragement,0.08746439218521118
b1,b13,-2.0,0.0,1,1,frustration / despair,0.08770052343606949
b1,b13,-2.0,0.0,1,2,uncertainty / indecision,0.16062960028648376
b1,b13,-2.0,0.0,1,3,romantic idealism,-0.010361507534980774
b1,b13,-2.0,0.0,1,4,academic ambition / competitive determination,0.11793409287929535
b1,b13,-2.0,0.0,1,5,ironic amusement,0.08537258207798004
b1,b13,-2.0,0.0,1,6,enthusiasm / curiosity,0.12722817063331604
b1,b13,-2.0,0.0,2,0,self-doubt / encouragement,0.17798173427581787
b1,b13,-2.0,0.0,2,1,frustration / despair,0.06529410183429718
b1,b13,-2.0,0.0,2,2,uncertainty / indecision,0.11261283606290817
b1,b13,-2.0,0.0,2,3,romantic idealism,0.1506270468235016
b1,b13,-2.0,0.0,2,4,academic ambition / competitive determination,0.09845227748155594
b1,b13,-2.0,0.0,2,5,ironic amusement,0.1750442385673523
b1,b13,-2.0,0.0,2,6,enthusiasm / curiosity,0.2435978502035141
b1,b13,-2.0,0.0,3,0,self-doubt / encouragement,0.08638302236795425
b1,b13,-2.0,0.0,3,1,frustration / despair,0.1201590895652771
b1,b13,-2.0,0.0,3,2,uncertainty / indecision,0.14649426937103271
b1,b13,-2.0,0.0,3,3,romantic idealism,0.08616459369659424
b1,b13,-2.0,0.0,3,4,academic ambition / competitive determination,0.07820557802915573
b1,b13,-2.0,0.0,3,5,ironic amusement,0.10613270103931427
b1,b13,-2.0,0.0,3,6,enthusiasm / curiosity,0.15268078446388245
b1,b13,-2.0,0.0,4,0,self-doubt / encouragement,0.11675630509853363
b1,b13,-2.0,0.0,4,1,frustration / despair,0.11036781966686249
b1,b13,-2.0,0.0,4,2,uncertainty / indecision,0.1760130226612091
b1,b13,-2.0,0.0,4,3,romantic idealism,0.09217964112758636
b1,b13,-2.0,0.0,4,4,academic ambition / competitive determination,0.14545203745365143
b1,b13,-2.0,0.0,4,5,ironic amusement,0.05676114186644554
b1,b13,-2.0,0.0,4,6,enthusiasm / curiosity,0.11832098662853241
b1,b13,-2.0,0.0,5,0,self-doubt / encouragement,0.14364701509475708
b1,b13,-2.0,0.0,5,1,frustration / despair,0.1300315111875534
b1,b13,-2.0,0.0,5,2,uncertainty / indecision,0.21043087542057037
b1,b13,-2.0,0.0,5,3,romantic idealism,0.03832465410232544
b1,b13,-2.0,0.0,5,4,academic ambition / competitive determination,0.10983549058437347
b1,b13,-2.0,0.0,5,5,ironic amusement,0.12186001241207123
b1,b13,-2.0,0.0,5,6,enthusiasm / curiosity,0.18009592592716217
b1,b13,-2.0,0.0,6,0,self-doubt / encouragement,0.08654095977544785
b1,b13,-2.0,0.0,6,1,frustration / despair,0.03442539647221565
b1,b13,-2.0,0.0,6,2,uncertainty / indecision,0.10609442740678787
b1,b13,-2.0,0.0,6,3,romantic idealism,0.021548788994550705
b1,b13,-2.0,0.0,6,4,academic ambition / competitive determination,0.07654368132352829
b1,b13,-2.0,0.0,6,5,ironic amusement,0.13682156801223755
b1,b13,-2.0,0.0,6,6,enthusiasm / curiosity,0.10213663429021835
b1,b13,-2.0,0.0,7,0,self-doubt / encouragement,0.17064814269542694
b1,b13,-2.0,0.0,7,1,frustration / despair,0.2604990303516388
b1,b13,-2.0,0.0,7,2,uncertainty / indecision,0.26752644777297974
b1,b13,-2.0,0.0,7,3,romantic idealism,0.07750653475522995
b1,b13,-2.0,0.0,7,4,academic ambition / competitive determination,0.08580341935157776
b1,b13,-2.0,0.0,7,5,ironic amusement,0.1108509972691536
b1,b13,-2.0,0.0,7,6,enthusiasm / curiosity,0.1250704526901245
b1,b13,-2.0,2.0,0,0,self-doubt / encouragement,0.28526073694229126
b1,b13,-2.0,2.0,0,1,frustration / despair,0.275340735912323
b1,b13,-2.0,2.0,0,2,uncertainty / indecision,0.29824671149253845
b1,b13,-2.0,2.0,0,3,romantic idealism,0.1438782811164856
b1,b13,-2.0,2.0,0,4,academic ambition / competitive determination,0.19891461730003357
b1,b13,-2.0,2.0,0,5,ironic amusement,0.27192267775535583
b1,b13,-2.0,2.0,0,6,enthusiasm / curiosity,0.3368970453739166
b1,b13,-2.0,2.0,1,0,self-doubt / encouragement,0.28526073694229126
b1,b13,-2.0,2.0,1,1,frustration / despair,0.275340735912323
b1,b13,-2.0,2.0,1,2,uncertainty / indecision,0.29824671149253845
b1,b13,-2.0,2.0,1,3,romantic idealism,0.1438782811164856
b1,b13,-2.0,2.0,1,4,academic ambition / competitive determination,0.19891461730003357
b1,b13,-2.0,2.0,1,5,ironic amusement,0.27192267775535583
b1,b13,-2.0,2.0,1,6,enthusiasm / curiosity,0.3368970453739166
b1,b13,-2.0,2.0,2,0,self-doubt / encouragement,0.1916157305240631
b1,b13,-2.0,2.0,2,1,frustration / despair,0.18369804322719574
b1,b13,-2.0,2.0,2,2,uncertainty / indecision,0.19291822612285614
b1,b13,-2.0,2.0,2,3,romantic idealism,0.08132112771272659
b1,b13,-2.0,2.0,2,4,academic ambition / competitive determination,0.04653264582157135
b1,b13,-2.0,2.0,2,5,ironic amusement,0.10944301635026932
b1,b13,-2.0,2.0,2,6,enthusiasm / curiosity,0.17043210566043854
b1,b13,-2.0,2.0,3,0,self-doubt / encouragement,0.1408497393131256
b1,b13,-2.0,2.0,3,1,frustration / despair,0.1318090558052063
b1,b13,-2.0,2.0,3,2,uncertainty / indecision,0.1679585576057434
b1,b13,-2.0,2.0,3,3,romantic idealism,-0.00030440744012594223
b1,b13,-2.0,2.0,3,4,academic ambition / competitive determination,0.08563283085823059
b1,b13,-2.0,2.0,3,5,ironic amusement,0.13566401600837708
b1,b13,-2.0,2.0,3,6,enthusiasm / curiosity,0.14855235815048218
b1,b13,-2.0,2.0,4,0,self-doubt / encouragement,0.18717800080776215
b1,b13,-2.0,2.0,4,1,frustration / despair,0.1578996181488037
b1,b13,-2.0,2.0,4,2,uncertainty / indecision,0.2535145878791809
b1,b13,-2.0,2.0,4,3,romantic idealism,0.1242763102054596
b1,b13,-2.0,2.0,4,4,academic ambition / competitive determination,0.23757602274417877
b1,b13,-2.0,2.0,4,5,ironic amusement,0.1335676908493042
b1,b13,-2.0,2.0,4,6,enthusiasm / curiosity,0.19514137506484985
b1,b13,-2.0,2.0,5,0,self-doubt / encouragement,0.12555907666683197
b1,b13,-2.0,2.0,5,1,frustration / despair,0.13929153978824615
b1,b13,-2.0,2.0,5,2,uncertainty / indecision,0.20420464873313904
b1,b13,-2.0,2.0,5,3,romantic idealism,0.012791959568858147
b1,b13,-2.0,2.0,5,4,academic ambition / competitive determination,0.08808740973472595
b1,b13,-2.0,2.0,5,5,ironic amusement,0.13546526432037354
b1,b13,-2.0,2.0,5,6,enthusiasm / curiosity,0.16533927619457245
b1,b13,-2.0,2.0,6,0,self-doubt / encouragement,0.0901743695139885
b1,b13,-2.0,2.0,6,1,frustration / despair,0.08932848274707794
b1,b13,-2.0,2.0,6,2,uncertainty / indecision,0.13291700184345245
b1,b13,-2.0,2.0,6,3,romantic idealism,0.041853759437799454
b1,b13,-2.0,2.0,6,4,academic ambition / competitive determination,0.10912413895130157
b1,b13,-2.0,2.0,6,5,ironic amusement,0.1644028127193451
b1,b13,-2.0,2.0,6,6,enthusiasm / curiosity,0.12123199552297592
b1,b13,-2.0,2.0,7,0,self-doubt / encouragement,0.267091304063797
b1,b13,-2.0,2.0,7,1,frustration / despair,0.16986823081970215
b1,b13,-2.0,2.0,7,2,uncertainty / indecision,0.23405763506889343
b1,b13,-2.0,2.0,7,3,romantic idealism,0.06299413740634918
b1,b13,-2.0,2.0,7,4,academic ambition / competitive determination,0.07789357751607895
b1,b13,-2.0,2.0,7,5,ironic amusement,0.14940360188484192
b1,b13,-2.0,2.0,7,6,enthusiasm / curiosity,0.186175137758255
b1,b13,0.0,-2.0,0,0,self-doubt / encouragement,0.1079656183719635
b1,b13,0.0,-2.0,0,1,frustration / despair,0.21045981347560883
b1,b13,0.0,-2.0,0,2,uncertainty / indecision,0.22090905904769897
b1,b13,0.0,-2.0,0,3,romantic idealism,0.044676825404167175
b1,b13,0.0,-2.0,0,4,academic ambition / competitive determination,0.14185437560081482
b1,b13,0.0,-2.0,0,5,ironic amusement,0.0929412841796875
b1,b13,0.0,-2.0,0,6,enthusiasm / curiosity,0.1414516121149063
b1,b13,0.0,-2.0,1,0,self-doubt / encouragement,0.0618574433028698
b1,b13,0.0,-2.0,1,1,frustration / despair,0.08191409707069397
b1,b13,0.0,-2.0,1,2,uncertainty / indecision,0.10256343334913254
b1,b13,0.0,-2.0,1,3,romantic idealism,0.03227471560239792
b1,b13,0.0,-2.0,1,4,academic ambition / competitive determination,0.03616047278046608
b1,b13,0.0,-2.0,1,5,ironic amusement,0.08802966773509979
b1,b13,0.0,-2.0,1,6,enthusiasm / curiosity,0.11396098881959915
b1,b13,0.0,-2.0,2,0,self-doubt / encouragement,0.1587454080581665
b1,b13,0.0,-2.0,2,1,frustration / despair,0.05815831571817398
b1,b13,0.0,-2.0,2,2,uncertainty / indecision,0.11451689153909683
b1,b13,0.0,-2.0,2,3,romantic idealism,0.04771169647574425
b1,b13,0.0,-2.0,2,4,academic ambition / competitive determination,0.06687882542610168
b1,b13,0.0,-2.0,2,5,ironic amusement,0.09290698170661926
b1,b13,0.0,-2.0,2,6,enthusiasm / curiosity,0.20888742804527283
b1,b13,0.0,-2.0,3,0,self-doubt / encouragement,0.07368439435958862
b1,b13,0.0,-2.0,3,1,frustration / despair,0.10808540880680084
b1,b13,0.0,-2.0,3,2,uncertainty / indecision,0.15401965379714966
b1,b13,0.0,-2.0,3,3,romantic idealism,0.05981472507119179
b1,b13,0.0,-2.0,3,4,academic ambition / competitive determination,0.06631128489971161
b1,b13,0.0,-2.0,3,5,ironic amusement,0.132282093167305
b1,b13,0.0,-2.0,3,6,enthusiasm / curiosity,0.14807161688804626
b1,b13,0.0,-2.0,4,0,self-doubt / encouragement,0.1056051105260849
b1,b13,0.0,-2.0,4,1,frustration / despair,0.11323783546686172
b1,b13,0.0,-2.0,4,2,uncertainty / indecision,0.1961125135421753
b1,b13,0.0,-2.0,4,3,romantic idealism,0.10802128911018372
b1,b13,0.0,-2.0,4,4,academic ambition / competitive determination,0.15146327018737793
b1,b13,0.0,-2.0,4,5,ironic amusement,0.06267121434211731
b1,b13,0.0,-2.0,4,6,enthusiasm / curiosity,0.12534907460212708
b1,b13,0.0,-2.0,5,0,self-doubt / encouragement,0.15892355144023895
b1,b13,0.0,-2.0,5,1,frustration / despair,0.139905646443367
b1,b13,0.0,-2.0,5,2,uncertainty / indecision,0.2513939142227173
b1,b13,0.0,-2.0,5,3,romantic idealism,0.09755006432533264
b1,b13,0.0,-2.0,5,4,academic ambition / competitive determination,0.14702512323856354
b1,b13,0.0,-2.0,5,5,ironic amusement,0.12300130724906921
b1,b13,0.0,-2.0,5,6,enthusiasm / curiosity,0.17150066792964935
b1,b13,0.0,-2.0,6,0,self-doubt / encouragement,0.06309079378843307
b1,b13,0.0,-2.0,6,1,frustration / despair,0.05641549825668335
b1,b13,0.0,-2.0,6,2,uncertainty / indecision,0.0848015546798706
b1,b13,0.0,-2.0,6,3,romantic idealism,0.05890027433633804
b1,b13,0.0,-2.0,6,4,academic ambition / competitive determination,0.1042616069316864
b1,b13,0.0,-2.0,6,5,ironic amusement,0.015014798380434513
b1,b13,0.0,-2.0,6,6,enthusiasm / curiosity,0.1307028979063034
b1,b13,0.0,-2.0,7,0,self-doubt / encouragement,0.2940784990787506
b1,b13,0.0,-2.0,7,1,frustration / despair,0.3450310528278351
b1,b13,0.0,-2.0,7,2,uncertainty / indecision,0.39847028255462646
b1,b13,0.0,-2.0,7,3,romantic idealism,0.17482750117778778
b1,b13,0.0,-2.0,7,4,academic ambition / competitive determination,0.28995218873023987
b1,b13,0.0,-2.0,7,5,ironic amusement,0.28679174184799194
b1,b13,0.0,-2.0,7,6,enthusiasm / curiosity,0.33377212285995483
b1,b13,0.0,0.0,0,0,self-doubt / encouragement,0.25813189148902893
b1,b13,0.0,0.0,0,1,frustration / despair,0.17861869931221008
b1,b13,0.0,0.0,0,2,uncertainty / indecision,0.2938035726547241
b1,b13,0.0,0.0,0,3,romantic idealism,0.09840402752161026
b1,b13,0.0,0.0,0,4,academic ambition / competitive determination,0.12982867658138275
b1,b13,0.0,0.0,0,5,ironic amusement,0.14226104319095612
b1,b13,0.0,0.0,0,6,enthusiasm / curiosity,0.18688584864139557
b1,b13,0.0,0.0,1,0,self-doubt / encouragement,0.08841095864772797
b1,b13,0.0,0.0,1,1,frustration / despair,0.12091337889432907
b1,b13,0.0,0.0,1,2,uncertainty / indecision,0.15781734883785248
b1,b13,0.0,0.0,1,3,romantic idealism,-0.006770863197743893
b1,b13,0.0,0.0,1,4,academic ambition / competitive determination,0.07020284235477448
b1,b13,0.0,0.0,1,5,ironic amusement,0.11187908798456192
b1,b13,0.0,0.0,1,6,enthusiasm / curiosity,0.10045291483402252
b1,b13,0.0,0.0,2,0,self-doubt / encouragement,0.11807066202163696
b1,b13,0.0,0.0,2,1,frustration / despair,0.08125200122594833
b1,b13,0.0,0.0,2,2,uncertainty / indecision,0.1627798229455948
b1,b13,0.0,0.0,2,3,romantic idealism,0.08189420402050018
b1,b13,0.0,0.0,2,4,academic ambition / competitive determination,0.22492516040802002
b1,b13,0.0,0.0,2,5,ironic amusement,0.07568584382534027
